Column1,Column2,Column3,Column4,Column5,Column6
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 1600 hrs,  2 - 0,  La Cantera,  99077-pumas-vs-club-atletico-de-san-luis
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 1600 hrs,  0 - 0,  Jose Mari­a Morelos y Pavon,  99080-m-morelia-vs-atlas
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 1800 hrs,  1 - 2,  Nemesio Diez,  99066-toluca-vs-guadalajara
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 1900 hrs,  2 - 0,  Nou Camp,  99084-leon-vs-santos-laguna
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 2000 hrs,  2 - 0,  Universitario,  99089-tigres-de-la-uanl-vs-tijuana
2019-2020,Apertura,  Lunes 23 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 12-n23 Septiembre 2019 - 2100 hrs,  4 - 0,  Estadio BBVA,  99090-rayados-de-monterrey-vs-necaxa
2019-2020,Apertura,  Viernes 27 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n27 Septiembre 2019 - 1600 hrs,  0 - 1,  Victoria,  98973-necaxa-vs-queretaro
2019-2020,Apertura,  Viernes 27 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n27 Septiembre 2019 - 1800 hrs,  1 - 2,  Oli­mpico Benito Juarez,  99000-fc-juarez-vs-tigres-de-la-uanl
2019-2020,Apertura,  Sabado 28 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n28 Septiembre 2019 - 1100 hrs,  2 - 2,  Colomos,  98976-atlas-vs-cruz-azul
2019-2020,Apertura,  Sabado 28 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n28 Septiembre 2019 - 1200 hrs,  1 - 1,  La Cantera,  98983-pumas-vs-m-morelia
2019-2020,Apertura,  Lunes 30 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n30 Septiembre 2019 - 1700 hrs,  1 - 1,  Luis Pirata Fuente,  98986-veracruz-vs-guadalajara
2019-2020,Apertura,  Lunes 30 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n30 Septiembre 2019 - 1800 hrs,  2 - 1,  Azteca,  98980-america-vs-pachuca
2019-2020,Apertura,  Lunes 30 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n30 Septiembre 2019 - 1900 hrs,  0 - 0,  TSM Corona,  98989-santos-laguna-vs-puebla-fc
2019-2020,Apertura,  Lunes 30 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n30 Septiembre 2019 - 2000 hrs,  1 - 2,  Alfonso Lastras Rami­rez,  98993-club-atletico-de-san-luis-vs-leon
2019-2020,Apertura,  Lunes 30 de Septiembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 13-n30 Septiembre 2019 - 1900 hrs,  2 - 1,  Caliente,  98996-tijuana-vs-toluca
2019-2020,Apertura,  Viernes 11 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n11 Octubre 2019 - 1600 hrs,  4 - 0,  10 de Diciembre,  99005-cruz-azul-vs-veracruz
2019-2020,Apertura,  Viernes 11 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n11 Octubre 2019 - 1600 hrs,  0 - 4,  La Corregidora,  99009-queretaro-vs-atlas
2019-2020,Apertura,  Sabado 12 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n12 Octubre 2019 - 1200 hrs,  0 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  99012-america-vs-pumas
2019-2020,Apertura,  Domingo 13 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n13 Octubre 2019 - 1200 hrs,  1 - 1,  Cuauhtemoc,  99021-puebla-fc-vs-tijuana
2019-2020,Apertura,  Domingo 13 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n13 Octubre 2019 - 1200 hrs,  2 - 3,  Verde Valle 2,  99017-guadalajara-vs-santos-laguna
2019-2020,Apertura,  Lunes 14 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n14 Octubre 2019 - 1600 hrs,  3 - 1,  Nemesio Diez,  99015-toluca-vs-club-atletico-de-san-luis
2019-2020,Apertura,  Lunes 14 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n14 Octubre 2019 - 1900 hrs,  5 - 1,  Hidalgo,  99024-pachuca-vs-fc-juarez
2019-2020,Apertura,  Lunes 14 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n14 Octubre 2019 - 2000 hrs,  4 - 0,  Universitario,  99027-tigres-de-la-uanl-vs-necaxa
2019-2020,Apertura,  Lunes 14 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 14-n14 Octubre 2019 - 2100 hrs,  1 - 3,  Nou Camp,  99030-leon-vs-rayados-de-monterrey
2019-2020,Apertura,  Viernes 18 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n18 Octubre 2019 - 1600 hrs,  1 - 2,  Victoria,  99034-necaxa-vs-toluca
2019-2020,Apertura,  Sabado 19 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n19 Octubre 2019 - 1000 hrs,  2 - 0,  El Barrial,  99059-rayados-de-monterrey-vs-cruz-azul
2019-2020,Apertura,  Sabado 19 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n19 Octubre 2019 - 1100 hrs,  1 - 0,  La Cantera,  99044-pumas-vs-leon
2019-2020,Apertura,  Sabado 19 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n19 Octubre 2019 - 1100 hrs,  1 - 1,  Colomos,  99040-atlas-vs-guadalajara
2019-2020,Apertura,  Sabado 19 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n19 Octubre 2019 - 1600 hrs,  2 - 0,  Jose Mari­a Morelos y Pavon,  99047-m-morelia-vs-queretaro
2019-2020,Apertura,  Lunes 21 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n21 Octubre 2019 - 1700 hrs,  0 - 2,  Luis Pirata Fuente,  99050-veracruz-vs-tigres-de-la-uanl
2019-2020,Apertura,  Lunes 21 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n21 Octubre 2019 - 1900 hrs,  0 - 1,  TSM Corona,  99054-santos-laguna-vs-america
2019-2020,Apertura,  Lunes 21 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n21 Octubre 2019 - 2000 hrs,  0 - 0,  Alfonso Lastras Rami­rez,  99057-club-atletico-de-san-luis-vs-puebla-fc
2019-2020,Apertura,  Lunes 21 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 15-n21 Octubre 2019 - 2000 hrs,  2 - 0,  Caliente,  99063-tijuana-vs-pachuca
2019-2020,Apertura,  Miercoles 23 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n23 Octubre 2019 - 1600 hrs,  1 - 1,  10 de Diciembre,  99091-cruz-azul-vs-queretaro
2019-2020,Apertura,  Miercoles 23 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n23 Octubre 2019 - 1800 hrs,  2 - 1,  Nemesio Diez,  99067-toluca-vs-pumas
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 1600 hrs,  0 - 1,  Cuauhtemoc,  99075-puebla-fc-vs-rayados-de-monterrey
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 1600 hrs,  3 - 0,  Azteca,  99069-america-vs-necaxa
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 1800 hrs,  1 - 1,  TSM Corona,  99085-santos-laguna-vs-club-atletico-de-san-luis
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 1800 hrs,  1 - 0,  Universitario,  99082-tigres-de-la-uanl-vs-leon
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 1900 hrs,  3 - 2,  Hidalgo,  99079-pachuca-vs-veracruz
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 2100 hrs,  2 - 0,  Estadio AKRON,  99072-guadalajara-vs-m-morelia
2019-2020,Apertura,  Jueves 24 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 16-n24 Octubre 2019 - 2100 hrs,  0 - 3,  Oli­mpico Benito Juarez,  99088-fc-juarez-vs-tijuana
2019-2020,Apertura,  Sabado 26 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n26 Octubre 2019 - 1200 hrs,  1 - 2,  La Cantera,  99098-pumas-vs-atlas
2019-2020,Apertura,  Domingo 27 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n27 Octubre 2019 - 1100 hrs,  0 - 0,  Cuauhtemoc,  99101-puebla-fc-vs-cruz-azul
2019-2020,Apertura,  Domingo 27 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n27 Octubre 2019 - 1600 hrs,  0 - 0,  La Corregidora,  99104-queretaro-vs-toluca
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 1600 hrs,  3 - 3,  Jose Mari­a Morelos y Pavon,  99109-m-morelia-vs-pachuca
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 1600 hrs,  1 - 0,  Victoria,  99106-necaxa-vs-santos-laguna
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 1700 hrs,  3 - 1,  Luis Pirata Fuente,  99111-veracruz-vs-fc-juarez
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 1900 hrs,  2 - 0,  Nou Camp,  99113-leon-vs-tijuana
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 2000 hrs,  2 - 1,  Universitario,  99117-tigres-de-la-uanl-vs-america
2019-2020,Apertura,  Lunes 28 de Octubre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 17-n28 Octubre 2019 - 2100 hrs,  3 - 1,  Estadio BBVA,  99119-rayados-de-monterrey-vs-guadalajara
2019-2020,Apertura,  Viernes 1 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n1 Noviembre 2019 - 2000 hrs,  0 - 0,  Oli­mpico Benito Juarez,  99129-fc-juarez-vs-queretaro
2019-2020,Apertura,  Sabado 2 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n2 Noviembre 2019 - 1100 hrs,  1 - 4,  Colomos,  99121-atlas-vs-tigres-de-la-uanl
2019-2020,Apertura,  Domingo 3 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n3 Noviembre 2019 - 1000 hrs,  1 - 1,  Verde Valle 2,  99123-guadalajara-vs-pumas
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 1545 hrs,  1 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  99122-america-vs-cruz-azul
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 1700 hrs,  1 - 0,  Luis Pirata Fuente,  99124-veracruz-vs-necaxa
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 1900 hrs,  3 - 3,  Nou Camp,  99125-leon-vs-puebla-fc
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 1900 hrs,  1 - 2,  TSM Corona,  99126-santos-laguna-vs-m-morelia
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 2000 hrs,  0 - 3,  Alfonso Lastras Rami­rez,  99127-club-atletico-de-san-luis-vs-pachuca
2019-2020,Apertura,  Lunes 4 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 18-n4 Noviembre 2019 - 1900 hrs,  0 - 3,  Caliente,  99128-tijuana-vs-rayados-de-monterrey
2019-2020,Apertura,  Viernes 8 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n8 Noviembre 2019 - 1200 hrs,  1 - 3,  Colomos,  99134-atlas-vs-leon
2019-2020,Apertura,  Viernes 8 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n8 Noviembre 2019 - 1545 hrs,  2 - 2,  10 de Diciembre,  99131-cruz-azul-vs-tijuana
2019-2020,Apertura,  Viernes 8 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n8 Noviembre 2019 - 1600 hrs,  0 - 2,  La Corregidora,  99132-queretaro-vs-tigres-de-la-uanl
2019-2020,Apertura,  Viernes 8 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n8 Noviembre 2019 - 1600 hrs,  1 - 1,  Victoria,  99133-necaxa-vs-club-atletico-de-san-luis
2019-2020,Apertura,  Viernes 8 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n8 Noviembre 2019 - 1900 hrs,  0 - 2,  Oli­mpico Benito Juarez,  99139-fc-juarez-vs-america
2019-2020,Apertura,  Lunes 11 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n11 Noviembre 2019 - 1600 hrs,  3 - 1,  Jose Mari­a Morelos y Pavon,  99136-m-morelia-vs-veracruz
2019-2020,Apertura,  Lunes 11 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n11 Noviembre 2019 - 1900 hrs,  1 - 2,  Hidalgo,  99137-pachuca-vs-guadalajara
2019-2020,Apertura,  Lunes 11 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n11 Noviembre 2019 - 1900 hrs,  2 - 0,  Nemesio Diez,  99135-toluca-vs-santos-laguna
2019-2020,Apertura,  Lunes 11 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nJornada 19-n11 Noviembre 2019 - 2100 hrs,  2 - 1,  Estadio BBVA,  99138-rayados-de-monterrey-vs-pumas
2019-2020,Apertura,  Jueves 14 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Ida-n14 Noviembre 2019 - 1545 hrs,  0 - 0,  Jalisco,  101302-atlas-vs-rayados-de-monterrey
2019-2020,Apertura,  Jueves 14 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Ida-n14 Noviembre 2019 - 1900 hrs,  0 - 0,  Caliente,  101303-tijuana-vs-tigres-de-la-uanl
2019-2020,Apertura,  Viernes 15 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Ida-n15 Noviembre 2019 - 1700 hrs,  1 - 4,  Nemesio Diez,  101304-toluca-vs-pachuca
2019-2020,Apertura,  Viernes 15 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Ida-n15 Noviembre 2019 - 2106 hrs,  0 - 2,  Estadio AKRON,  101305-guadalajara-vs-america
2019-2020,Apertura,  Domingo 17 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Vuelta-n17 Noviembre 2019 - 1900 hrs,  3 - 0,  Universitario,  101307-tigres-de-la-uanl-vs-tijuana
2019-2020,Apertura,  Lunes 18 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Vuelta-n18 Noviembre 2019 - 1545 hrs,  1 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  101309-america-vs-guadalajara
2019-2020,Apertura,  Lunes 18 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Vuelta-n18 Noviembre 2019 - 1900 hrs,  1 - 0,  Estadio BBVA Bancomer,  101306-rayados-de-monterrey-vs-atlas
2019-2020,Apertura,  Lunes 18 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nCuartos Vuelta-n18 Noviembre 2019 - 2100 hrs,  1 - 2,  Hidalgo,  101308-pachuca-vs-toluca
2019-2020,Apertura,  Jueves 21 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nSemifinal Ida-n21 Noviembre 2019 - 1900 hrs,  3 - 1,  Hidalgo,  101315-pachuca-vs-tigres-de-la-uanl
2019-2020,Apertura,  Viernes 22 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nSemifinal Ida-n22 Noviembre 2019 - 1545 hrs,  2 - 2,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  101314-america-vs-rayados-de-monterrey
2019-2020,Apertura,  Domingo 24 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nSemifinal Vuelta-n24 Noviembre 2019 - 1700 hrs,  4 - 0,  Universitario,  101317-tigres-de-la-uanl-vs-pachuca
2019-2020,Apertura,  Lunes 25 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nSemifinal Vuelta-n25 Noviembre 2019 - 2000 hrs,  2 - 1,  Estadio BBVA,  101316-rayados-de-monterrey-vs-america
2019-2020,Apertura,  Viernes 29 de Noviembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nFinal Ida-n29 Noviembre 2019 - 2105 hrs,  1 - 1,  Universitario,  101348-tigres-de-la-uanl-vs-rayados-de-monterrey
2019-2020,Apertura,  Sabado 7 de Diciembre de 2019-nTemporada 2019-2020-nTorneo Apertura-nFinal Vuelta-n7 Diciembre 2019 - 1700 hrs,  1 - 0,  Estadio BBVA,  101349-rayados-de-monterrey-vs-tigres-de-la-uanl
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Victoria,  102121-necaxa-vs-rayados-de-monterrey
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Club Atlas Chapalita,  102125-atlas-vs-pachuca
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Jose Mari­a Morelos y Pavon,  102133-m-morelia-vs-pumas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Azteca,  102136-america-vs-guadalajara
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Nou Camp,  102138-leon-vs-queretaro
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Alfonso Lastras Rami­rez,  102140-club-atletico-de-san-luis-vs-toluca
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  Universitario,  102143-tigres-de-la-uanl-vs-fc-juarez
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 13-n23 Enero 2025 - 0000 hrs,  - - -,  TSM Corona,  102145-santos-laguna-vs-tijuana
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  La Corregidora,  102147-queretaro-vs-club-atletico-de-san-luis
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  Oli­mpico Benito Juarez,  102150-fc-juarez-vs-leon
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  La Cantera,  102153-pumas-vs-necaxa
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  Estadio AKRON,  102156-guadalajara-vs-tigres-de-la-uanl
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  Cuauhtemoc,  102159-puebla-fc-vs-santos-laguna
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  Nemesio Diez,  102161-toluca-vs-atlas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  Hidalgo,  102163-pachuca-vs-america
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 14-n23 Enero 2025 - 0000 hrs,  - - -,  El Barrial,  102165-rayados-de-monterrey-vs-m-morelia
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 15-n23 Enero 2025 - 0000 hrs,  - - -,  Nou Camp,  102180-leon-vs-atlas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 15-n23 Enero 2025 - 0000 hrs,  - - -,  Alfonso Lastras Rami­rez,  102181-club-atletico-de-san-luis-vs-tijuana
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Club Atlas Chapalita,  102182-atlas-vs-club-atletico-de-san-luis
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Jose Mari­a Morelos y Pavon,  102183-m-morelia-vs-guadalajara
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 15-n23 Enero 2025 - 0000 hrs,  - - -,  Universitario,  102184-tigres-de-la-uanl-vs-queretaro
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 15-n23 Enero 2025 - 0000 hrs,  - - -,  TSM Corona,  102185-santos-laguna-vs-toluca
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Nemesio Diez,  102186-toluca-vs-queretaro
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Nou Camp,  102187-leon-vs-america
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  10 de Diciembre,  102188-cruz-azul-vs-leon
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Universitario,  102189-tigres-de-la-uanl-vs-santos-laguna
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 11-n23 Enero 2025 - 0000 hrs,  - - -,  Caliente,  102190-tijuana-vs-pumas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  La Corregidora,  102191-queretaro-vs-guadalajara
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  Oli­mpico Benito Juarez,  102192-fc-juarez-vs-m-morelia
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  Verde Valle,  102193-guadalajara-vs-necaxa
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  Cuauhtemoc,  102194-puebla-fc-vs-atlas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  La Corregidora,  102195-queretaro-vs-cruz-azul
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  Colomos,  102196-atlas-vs-pumas
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  Hidalgo,  102197-pachuca-vs-m-morelia
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  102198-america-vs-club-atletico-de-san-luis
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  Cuauhtemoc,  102199-puebla-fc-vs-america
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 12-n23 Enero 2025 - 0000 hrs,  - - -,  Estadio BBVA,  102200-rayados-de-monterrey-vs-santos-laguna
2019-2020,Clausura,  Jueves 23 de Enero de 2025-nTemporada 2019-2020-nTorneo Clausura-nJornada 16-n23 Enero 2025 - 0000 hrs,  - - -,  Nemesio Diez,  102201-toluca-vs-necaxa
