Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13

2018-2019,Clausura,{'type': 'text', 'value': 'Sábado 19 de Enero de 2019\nTemporada 2018-2019\nTorneo Clausura\nJornada 3\n19 Enero 2019 - 12:00 hrs.'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/95571/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIyIiwiaWRDbHVibG9jYWwiOjExMTg4LCJpZENsdWJ2aXNpdGEiOjExMjQyfQ==/informe-arbitral-pumas-vs-veracruz-jornada-3-estadio-la-cantera-cancha-1-univision-tdn', 'text': '2 - 1'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1146/estadio-la-cantera-cancha-1', 'text': 'La Cantera Cancha 1'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTU1NzEvMy82OS8yLzE0/pumas-vs-veracruz', 'text': ''}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/95571/pumas-vs-veracruz', 'text': ''}"

2018-2019,Clausura,{'type': 'text', 'value': 'Domingo 20 de Enero de 2019\nTemporada 2018-2019\nTorneo Clausura\nJornada 3\n20 Enero 2019 - 12:00 hrs.'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/95573/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIyIiwiaWRDbHVibG9jYWwiOjExNTQzLCJpZENsdWJ2aXNpdGEiOjExNTQyfQ==/informe-arbitral-puebla-fc-vs-lobos-jornada-3-estadio-cuauhtemoc-tvc-deportes', 'text': '1 - 0'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/9/estadio-cuauhtemoc', 'text': 'Cuauhtémoc'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTU1NzMvMy82OS8yLzE0/puebla-fc-vs-lobos', 'text': ''}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/95573/puebla-fc-vs-lobos', 'text': ''}"

2018-2019,Clausura,{'type': 'text', 'value': 'Domingo 20 de Enero de 2019\nTemporada 2018-2019\nTorneo Clausura\nJornada 3\n20 Enero 2019 - 12:00 hrs.'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/95576/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIyIiwiaWRDbHVibG9jYWwiOjExMTgzLCJpZENsdWJ2aXNpdGEiOjExMTg1fQ==/informe-arbitral-m-morelia-vs-rayados-de-monterrey-jornada-3-estadio-jose-maria-morelos-y-pavon-am', 'text': '3 - 4'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/10/estadio-jose-maria-morelos-y-pavon', 'text': 'José María Morelos y Pavón'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTU1NzYvMy82OS8yLzE0/m-morelia-vs-rayados-de-monterrey', 'text': ''}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/95576/m-morelia-vs-rayados-de-monterrey', 'text': ''}"

2018-2019,Clausura,{'type': 'text', 'value': 'Lunes 21 de Enero de 2019\nTemporada 2018-2019\nTorneo Clausura\nJornada 3\n21 Enero 2019 - 19:00 hrs.'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/95579/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIyIiwiaWRDbHVibG9jYWwiOjExMTg0LCJpZENsdWJ2aXNpdGEiOjExMTgwfQ==/informe-arbitral-pachuca-vs-tijuana-jornada-3-estadio-hidalgo-fox-sports', 'text': '3 - 0'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/11/estadio-hidalgo', 'text': 'Hidalgo'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTU1NzkvMy82OS8yLzE0/pachuca-vs-tijuana', 'text': ''}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/95579/pachuca-vs-tijuana', 'text': ''}"

2018-2019,Clausura,{'type': 'text', 'value': 'Lunes 21 de Enero de 2019\nTemporada 2018-2019\nTorneo Clausura\nJornada 3\n21 Enero 2019 - 20:00 hrs.'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/95577/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIyIiwiaWRDbHVibG9jYWwiOjExMTg2LCJpZENsdWJ2aXNpdGEiOjExMjQ1fQ==/informe-arbitral-tigres-de-la-uanl-vs-atlas-jornada-3-estadio-universitario-univision-tdn', 'text': '2 - 1'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/12/estadio-universitario', 'text': 'Universitario'}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTU1NzcvMy82OS8yLzE0/tigres-de-la-uanl-vs-atlas', 'text': ''}",{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/95577/tigres-de-la-uanl-vs-atlas', 'text': ''}"

