Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2018-2019,Apertura,"{'type': 'text', 'value': 'Viernes 13 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n13 Julio 2018 - 16:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91894/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTgxLCJpZENsdWJ2aXNpdGEiOjExMTg0fQ==/informe-arbitral-cruz-azul-vs-pachuca-jornada-1-estadio-10-de-diciembre-tdn', 'text': '1 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/705/estadio-10-de-diciembre', 'text': '10 DE DICIEMBRE'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91894/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MSIsImlkQ2x1YnZpc2l0YSI6IjExMTg0IiwiaWRQYXJ0aWRvIjoiOTE4OTQiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-cruz-azul-vs-pachuca-jornada-1-estadio-10-de-diciembre-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91894/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MSIsImlkQ2x1YnZpc2l0YSI6IjExMTg0IiwiaWRQYXJ0aWRvIjoiOTE4OTQiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-cruz-azul-vs-pachuca-jornada-1-estadio-10-de-diciembre-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91894/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MSIsImlkQ2x1YnZpc2l0YSI6IjExMTg0In0=/informe-arbitral-cruz-azul-vs-pachuca-jornada-1-estadio-10-de-diciembre-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91894/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MSIsImlkQ2x1YnZpc2l0YSI6IjExMTg0IiwiaWRQYXJ0aWRvIjoiOTE4OTQiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-cruz-azul-vs-pachuca-jornada-1-estadio-10-de-diciembre-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE4OTQvMS82OS8xLzE0/cruz-azul-vs-pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91894/cruz-azul-vs-pachuca', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Viernes 13 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n13 Julio 2018 - 16:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11189/necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91896/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTg5LCJpZENsdWJ2aXNpdGEiOjExMTkyfQ==/informe-arbitral-necaxa-vs-santos-laguna-jornada-1-estadio-victoria-claro-sports', 'text': '0 - 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/15/estadio-victoria', 'text': 'Victoria'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91896/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4OSIsImlkQ2x1YnZpc2l0YSI6IjExMTkyIiwiaWRQYXJ0aWRvIjoiOTE4OTYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-necaxa-vs-santos-laguna-jornada-1-estadio-victoria-claro-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91896/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4OSIsImlkQ2x1YnZpc2l0YSI6IjExMTkyIiwiaWRQYXJ0aWRvIjoiOTE4OTYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-necaxa-vs-santos-laguna-jornada-1-estadio-victoria-claro-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91896/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4OSIsImlkQ2x1YnZpc2l0YSI6IjExMTkyIn0=/informe-arbitral-necaxa-vs-santos-laguna-jornada-1-estadio-victoria-claro-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91896/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4OSIsImlkQ2x1YnZpc2l0YSI6IjExMTkyIiwiaWRQYXJ0aWRvIjoiOTE4OTYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-necaxa-vs-santos-laguna-jornada-1-estadio-victoria-claro-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE4OTYvMS82OS8xLzE0/necaxa-vs-santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91896/necaxa-vs-santos-laguna', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Domingo 15 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n15 Julio 2018 - 12:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11543/puebla-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91898/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExNTQzLCJpZENsdWJ2aXNpdGEiOjExMjQyfQ==/informe-arbitral-puebla-fc-vs-veracruz-jornada-1-estadio-complejo-deportivo-los-olivos', 'text': '4 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11242/veracruz', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1415/estadio-complejo-deportivo-los-olivos', 'text': 'Complejo Deportivo Los Olivos'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91898/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTU0MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQyIiwiaWRQYXJ0aWRvIjoiOTE4OTgiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-puebla-fc-vs-veracruz-jornada-1-estadio-complejo-deportivo-los-olivos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91898/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTU0MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQyIiwiaWRQYXJ0aWRvIjoiOTE4OTgiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-puebla-fc-vs-veracruz-jornada-1-estadio-complejo-deportivo-los-olivos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91898/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTU0MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQyIn0=/informe-arbitral-puebla-fc-vs-veracruz-jornada-1-estadio-complejo-deportivo-los-olivos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91898/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTU0MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQyIiwiaWRQYXJ0aWRvIjoiOTE4OTgiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-puebla-fc-vs-veracruz-jornada-1-estadio-complejo-deportivo-los-olivos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE4OTgvMS82OS8xLzE0/puebla-fc-vs-veracruz', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91898/puebla-fc-vs-veracruz', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Lunes 16 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n16 Julio 2018 - 16:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11183/m-morelia', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91901/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTgzLCJpZENsdWJ2aXNpdGEiOjExMjQ1fQ==/informe-arbitral-m-morelia-vs-atlas-jornada-1-estadio-jose-maria-morelos-y-pavon-am', 'text': '1 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11245/atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/10/estadio-jose-maria-morelos-y-pavon', 'text': 'José María Morelos y Pavón'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91901/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQ1IiwiaWRQYXJ0aWRvIjoiOTE5MDEiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-m-morelia-vs-atlas-jornada-1-estadio-jose-maria-morelos-y-pavon-am', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91901/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQ1IiwiaWRQYXJ0aWRvIjoiOTE5MDEiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-m-morelia-vs-atlas-jornada-1-estadio-jose-maria-morelos-y-pavon-am', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91901/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQ1In0=/informe-arbitral-m-morelia-vs-atlas-jornada-1-estadio-jose-maria-morelos-y-pavon-am', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91901/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MyIsImlkQ2x1YnZpc2l0YSI6IjExMjQ1IiwiaWRQYXJ0aWRvIjoiOTE5MDEiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-m-morelia-vs-atlas-jornada-1-estadio-jose-maria-morelos-y-pavon-am', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE5MDEvMS82OS8xLzE0/m-morelia-vs-atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91901/m-morelia-vs-atlas', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Lunes 16 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n16 Julio 2018 - 18:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11187/toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91903/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTg3LCJpZENsdWJ2aXNpdGEiOjExNTQyfQ==/informe-arbitral-toluca-vs-lobos-jornada-1-estadio-nemesio-diez-tdn', 'text': '4 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11542/lobos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/6/estadio-nemesio-diez', 'text': 'Nemesio Diez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91903/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NyIsImlkQ2x1YnZpc2l0YSI6IjExNTQyIiwiaWRQYXJ0aWRvIjoiOTE5MDMiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-toluca-vs-lobos-jornada-1-estadio-nemesio-diez-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91903/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NyIsImlkQ2x1YnZpc2l0YSI6IjExNTQyIiwiaWRQYXJ0aWRvIjoiOTE5MDMiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-toluca-vs-lobos-jornada-1-estadio-nemesio-diez-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91903/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NyIsImlkQ2x1YnZpc2l0YSI6IjExNTQyIn0=/informe-arbitral-toluca-vs-lobos-jornada-1-estadio-nemesio-diez-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91903/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NyIsImlkQ2x1YnZpc2l0YSI6IjExNTQyIiwiaWRQYXJ0aWRvIjoiOTE5MDMiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-toluca-vs-lobos-jornada-1-estadio-nemesio-diez-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE5MDMvMS82OS8xLzE0/toluca-vs-lobos', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91903/toluca-vs-lobos', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Lunes 16 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n16 Julio 2018 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91899/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTgyLCJpZENsdWJ2aXNpdGEiOjExMjQzfQ==/informe-arbitral-guadalajara-vs-leon-jornada-1-estadio-akron-fox-sports', 'text': '1 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1538/estadio-akron', 'text': 'Estadio AKRON'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91899/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MiIsImlkQ2x1YnZpc2l0YSI6IjExMjQzIiwiaWRQYXJ0aWRvIjoiOTE4OTkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-guadalajara-vs-leon-jornada-1-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91899/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MiIsImlkQ2x1YnZpc2l0YSI6IjExMjQzIiwiaWRQYXJ0aWRvIjoiOTE4OTkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-guadalajara-vs-leon-jornada-1-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91899/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MiIsImlkQ2x1YnZpc2l0YSI6IjExMjQzIn0=/informe-arbitral-guadalajara-vs-leon-jornada-1-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91899/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MiIsImlkQ2x1YnZpc2l0YSI6IjExMjQzIiwiaWRQYXJ0aWRvIjoiOTE4OTkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-guadalajara-vs-leon-jornada-1-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE4OTkvMS82OS8xLzE0/guadalajara-vs-leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91899/guadalajara-vs-leon', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Lunes 16 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n16 Julio 2018 - 20:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91905/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTg2LCJpZENsdWJ2aXNpdGEiOjExMjQ0fQ==/informe-arbitral-tigres-de-la-uanl-vs-queretaro-jornada-1-estadio-universitario-tdn', 'text': '4 - 2'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11244/queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/12/estadio-universitario', 'text': 'Universitario'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91905/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NiIsImlkQ2x1YnZpc2l0YSI6IjExMjQ0IiwiaWRQYXJ0aWRvIjoiOTE5MDUiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tigres-de-la-uanl-vs-queretaro-jornada-1-estadio-universitario-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91905/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NiIsImlkQ2x1YnZpc2l0YSI6IjExMjQ0IiwiaWRQYXJ0aWRvIjoiOTE5MDUiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tigres-de-la-uanl-vs-queretaro-jornada-1-estadio-universitario-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91905/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NiIsImlkQ2x1YnZpc2l0YSI6IjExMjQ0In0=/informe-arbitral-tigres-de-la-uanl-vs-queretaro-jornada-1-estadio-universitario-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91905/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4NiIsImlkQ2x1YnZpc2l0YSI6IjExMjQ0IiwiaWRQYXJ0aWRvIjoiOTE5MDUiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tigres-de-la-uanl-vs-queretaro-jornada-1-estadio-universitario-tdn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE5MDUvMS82OS8xLzE0/tigres-de-la-uanl-vs-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91905/tigres-de-la-uanl-vs-queretaro', 'text': ''}"
2018-2019,Apertura,"{'type': 'text', 'value': 'Lunes 16 de Julio de 2018\nTemporada 2018-2019\nTorneo Apertura\nJornada 1\n16 Julio 2018 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91908/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOjExMTgwLCJpZENsdWJ2aXNpdGEiOjExMTg4fQ==/informe-arbitral-tijuana-vs-pumas-jornada-1-estadio-caliente-fox-sports', 'text': '1 - 0'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11188/pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/48/estadio-caliente', 'text': 'Caliente'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91908/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MCIsImlkQ2x1YnZpc2l0YSI6IjExMTg4IiwiaWRQYXJ0aWRvIjoiOTE5MDgiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tijuana-vs-pumas-jornada-1-estadio-caliente-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91908/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MCIsImlkQ2x1YnZpc2l0YSI6IjExMTg4IiwiaWRQYXJ0aWRvIjoiOTE5MDgiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tijuana-vs-pumas-jornada-1-estadio-caliente-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/91908/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MCIsImlkQ2x1YnZpc2l0YSI6IjExMTg4In0=/informe-arbitral-tijuana-vs-pumas-jornada-1-estadio-caliente-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/91908/eyJpZERpdmlzaW9uIjoiMTQiLCJpZFRlbXBvcmFkYSI6IjY5IiwiaWRUb3JuZW8iOiIxIiwiaWRDbHVibG9jYWwiOiIxMTE4MCIsImlkQ2x1YnZpc2l0YSI6IjExMTg4IiwiaWRQYXJ0aWRvIjoiOTE5MDgiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tijuana-vs-pumas-jornada-1-estadio-caliente-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/OTE5MDgvMS82OS8xLzE0/tijuana-vs-pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/91908/tijuana-vs-pumas', 'text': ''}"
