Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 17 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 13\n17 Marzo 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145153/eyJpZENsdWJsb2NhbCI6MTExODYsImlkQ2x1YnZpc2l0YSI6MTIwNTF9/informe-arbitral-tigres-de-la-uanl-vs-mazatlan-fc-jornada-13-estadio-universitario-fox-sports', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12051/mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/12/estadio-universitario', 'text': 'Universitario'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145153/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTMiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tigres-de-la-uanl-vs-mazatlan-fc-jornada-13-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145153/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTMiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tigres-de-la-uanl-vs-mazatlan-fc-jornada-13-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145153/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTIwNTEifQ==/informe-arbitral-tigres-de-la-uanl-vs-mazatlan-fc-jornada-13-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145153/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTMiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tigres-de-la-uanl-vs-mazatlan-fc-jornada-13-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTUzLzEzLzc1LzIvMTQ=/tigres-de-la-uanl-vs-mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145153/tigres-de-la-uanl-vs-mazatlan-fc', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 17 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 13\n17 Marzo 2025 - 21:06 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145154/eyJpZENsdWJsb2NhbCI6MTEyNDMsImlkQ2x1YnZpc2l0YSI6MTExODJ9/informe-arbitral-leon-vs-guadalajara-jornada-13-estadio-nou-camp-tbd', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/23/estadio-nou-camp', 'text': 'Nou Camp'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145154/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDUxNTQiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-leon-vs-guadalajara-jornada-13-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145154/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDUxNTQiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-leon-vs-guadalajara-jornada-13-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145154/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODIifQ==/informe-arbitral-leon-vs-guadalajara-jornada-13-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145154/eyJpZENsdWJsb2NhbCI6IjExMjQzIiwiaWRDbHVidmlzaXRhIjoiMTExODIiLCJpZFBhcnRpZG8iOiIxNDUxNTQiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-leon-vs-guadalajara-jornada-13-estadio-nou-camp-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU0LzEzLzc1LzIvMTQ=/leon-vs-guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145154/leon-vs-guadalajara', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 18 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 13\n18 Marzo 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11778/club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145155/eyJpZENsdWJsb2NhbCI6MTE3NzgsImlkQ2x1YnZpc2l0YSI6MTExODF9/informe-arbitral-club-atletico-de-san-luis-vs-cruz-azul-jornada-13-estadio-alfonso-lastras-ramirez-espn', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/14/estadio-alfonso-lastras-ramirez', 'text': 'Alfonso Lastras Ramírez'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145155/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDUxNTUiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-cruz-azul-jornada-13-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145155/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDUxNTUiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-cruz-azul-jornada-13-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145155/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODEifQ==/informe-arbitral-club-atletico-de-san-luis-vs-cruz-azul-jornada-13-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145155/eyJpZENsdWJsb2NhbCI6IjExNzc4IiwiaWRDbHVidmlzaXRhIjoiMTExODEiLCJpZFBhcnRpZG8iOiIxNDUxNTUiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-club-atletico-de-san-luis-vs-cruz-azul-jornada-13-estadio-alfonso-lastras-ramirez-espn', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU1LzEzLzc1LzIvMTQ=/club-atletico-de-san-luis-vs-cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145155/club-atletico-de-san-luis-vs-cruz-azul', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 18 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 13\n18 Marzo 2025 - 19:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11245/atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145156/eyJpZENsdWJsb2NhbCI6MTEyNDUsImlkQ2x1YnZpc2l0YSI6MTIwNDJ9/informe-arbitral-atlas-vs-gallos-blancos-de-queretaro-jornada-13-estadio-jalisco-calientemx', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12042/gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/5/estadio-jalisco', 'text': 'Jalisco'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145156/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDUxNTYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-atlas-vs-gallos-blancos-de-queretaro-jornada-13-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145156/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDUxNTYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-atlas-vs-gallos-blancos-de-queretaro-jornada-13-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145156/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIifQ==/informe-arbitral-atlas-vs-gallos-blancos-de-queretaro-jornada-13-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145156/eyJpZENsdWJsb2NhbCI6IjExMjQ1IiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDUxNTYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-atlas-vs-gallos-blancos-de-queretaro-jornada-13-estadio-jalisco-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU2LzEzLzc1LzIvMTQ=/atlas-vs-gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145156/atlas-vs-gallos-blancos-de-queretaro', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 18 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 13\n18 Marzo 2025 - 21:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145157/eyJpZENsdWJsb2NhbCI6MTExOTIsImlkQ2x1YnZpc2l0YSI6MTExODV9/informe-arbitral-santos-laguna-vs-rayados-de-monterrey-jornada-13-estadio-tsm-corona-calientemx', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11185/rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/63/estadio-tsm-corona', 'text': 'TSM Corona'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145157/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDUxNTciLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-santos-laguna-vs-rayados-de-monterrey-jornada-13-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145157/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDUxNTciLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-santos-laguna-vs-rayados-de-monterrey-jornada-13-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145157/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODUifQ==/informe-arbitral-santos-laguna-vs-rayados-de-monterrey-jornada-13-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145157/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDUxNTciLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-santos-laguna-vs-rayados-de-monterrey-jornada-13-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU3LzEzLzc1LzIvMTQ=/santos-laguna-vs-rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145157/santos-laguna-vs-rayados-de-monterrey', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Jueves 20 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 14\n20 Marzo 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145163/eyJpZENsdWJsb2NhbCI6MTExODQsImlkQ2x1YnZpc2l0YSI6MTExODd9/informe-arbitral-pachuca-vs-toluca-jornada-14-estadio-hidalgo-tbd', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11187/toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/11/estadio-hidalgo', 'text': 'Hidalgo'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145163/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDUxNjMiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-pachuca-vs-toluca-jornada-14-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145163/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDUxNjMiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-pachuca-vs-toluca-jornada-14-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145163/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODcifQ==/informe-arbitral-pachuca-vs-toluca-jornada-14-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145163/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDUxNjMiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-pachuca-vs-toluca-jornada-14-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTYzLzE0Lzc1LzIvMTQ=/pachuca-vs-toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145163/pachuca-vs-toluca', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Viernes 21 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 14\n21 Marzo 2025 - 20:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145158/eyJpZENsdWJsb2NhbCI6MTExODAsImlkQ2x1YnZpc2l0YSI6MTIwNTF9/informe-arbitral-tijuana-vs-mazatlan-fc-jornada-14-estadio-caliente-calientemx', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12051/mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/48/estadio-caliente', 'text': 'Caliente'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145158/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTgiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tijuana-vs-mazatlan-fc-jornada-14-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145158/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTgiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tijuana-vs-mazatlan-fc-jornada-14-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145158/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEifQ==/informe-arbitral-tijuana-vs-mazatlan-fc-jornada-14-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145158/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDUxNTgiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tijuana-vs-mazatlan-fc-jornada-14-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU4LzE0Lzc1LzIvMTQ=/tijuana-vs-mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145158/tijuana-vs-mazatlan-fc', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Sábado 22 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 14\n22 Marzo 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145159/eyJpZENsdWJsb2NhbCI6MTExODEsImlkQ2x1YnZpc2l0YSI6MTEyNDN9/informe-arbitral-cruz-azul-vs-leon-jornada-14-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1549/estadio-instalaciones-la-noria-cancha-1', 'text': 'Instalaciones la Noria Cancha 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145159/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDUxNTkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-cruz-azul-vs-leon-jornada-14-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145159/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDUxNTkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-cruz-azul-vs-leon-jornada-14-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145159/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMifQ==/informe-arbitral-cruz-azul-vs-leon-jornada-14-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145159/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDUxNTkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-cruz-azul-vs-leon-jornada-14-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTU5LzE0Lzc1LzIvMTQ=/cruz-azul-vs-leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145159/cruz-azul-vs-leon', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Sábado 22 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 14\n22 Marzo 2025 - 18:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11189/necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145160/eyJpZENsdWJsb2NhbCI6MTExODksImlkQ2x1YnZpc2l0YSI6MTE3Nzh9/informe-arbitral-necaxa-vs-club-atletico-de-san-luis-jornada-14-estadio-victoria-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11778/club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/15/estadio-victoria', 'text': 'Victoria'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145160/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDUxNjAiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-necaxa-vs-club-atletico-de-san-luis-jornada-14-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145160/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDUxNjAiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-necaxa-vs-club-atletico-de-san-luis-jornada-14-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145160/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgifQ==/informe-arbitral-necaxa-vs-club-atletico-de-san-luis-jornada-14-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145160/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDUxNjAiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-necaxa-vs-club-atletico-de-san-luis-jornada-14-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTYwLzE0Lzc1LzIvMTQ=/necaxa-vs-club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145160/necaxa-vs-club-atletico-de-san-luis', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Sábado 22 de Marzo de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 14\n22 Marzo 2025 - 20:10 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11191/america', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145161/eyJpZENsdWJsb2NhbCI6MTExOTEsImlkQ2x1YnZpc2l0YSI6MTExODZ9/informe-arbitral-america-vs-tigres-de-la-uanl-jornada-14-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/2/estadio-ciudad-de-los-deportes', 'text': 'Ciudad De Los Deportes'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145161/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDUxNjEiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-america-vs-tigres-de-la-uanl-jornada-14-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145161/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDUxNjEiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-america-vs-tigres-de-la-uanl-jornada-14-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/145161/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTExODYifQ==/informe-arbitral-america-vs-tigres-de-la-uanl-jornada-14-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/145161/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTExODYiLCJpZFBhcnRpZG8iOiIxNDUxNjEiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-america-vs-tigres-de-la-uanl-jornada-14-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ1MTYxLzE0Lzc1LzIvMTQ=/america-vs-tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/145161/america-vs-tigres-de-la-uanl', 'text': ''}"
