Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2024-2025,Clausura,"Domingo 13 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 16
13 Abril 2025 - 19:00 hrs.",,- - -,,Hidalgo,,,,,,
2024-2025,Clausura,"Domingo 13 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 16
13 Abril 2025 - 21:06 hrs.",,- - -,,Olímpico Benito Juárez,,,,,,
2024-2025,Clausura,"Lunes 14 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 16
14 Abril 2025 - 21:00 hrs.",,- - -,,Estadio BBVA,,,,,,
2024-2025,Clausura,"Lunes 14 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 16
14 Abril 2025 - 21:06 hrs.",,- - -,,Nou Camp,,,,,,
2024-2025,Clausura,"Jueves 17 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
17 Abril 2025 - 15:45 hrs.",,- - -,,Instalaciones la Noria Cancha 1,,,,,,
2024-2025,Clausura,"Jueves 17 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
17 Abril 2025 - 17:00 hrs.",,- - -,,Alfonso Lastras Ramírez,,,,,,
2024-2025,Clausura,"Jueves 17 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
17 Abril 2025 - 19:00 hrs.",,- - -,,Estadio AKRON,,,,,,
2024-2025,Clausura,"Jueves 17 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
17 Abril 2025 - 20:06 hrs.",,- - -,,El Encanto,,,,,,
2024-2025,Clausura,"Viernes 18 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
18 Abril 2025 - 17:00 hrs.",,- - -,,La Corregidora,,,,,,
2024-2025,Clausura,"Viernes 18 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
18 Abril 2025 - 17:00 hrs.",,- - -,,Nemesio Diez,,,,,,
2024-2025,Clausura,"Viernes 18 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
18 Abril 2025 - 18:00 hrs.",,- - -,,Caliente,,,,,,
2024-2025,Clausura,"Viernes 18 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
18 Abril 2025 - 19:00 hrs.",,- - -,,Hidalgo,,,,,,
2024-2025,Clausura,"Viernes 18 de Abril de 2025
Temporada 2024-2025
Torneo Clausura
Jornada 17
18 Abril 2025 - 20:10 hrs.",,- - -,,Estadio BBVA,,,,,,
